"GO:0055114","oxidation-reduction process","biological_process","3999656"
"GO:0008152","metabolic process","biological_process","2928018"
"GO:0006810","transport","biological_process","936136"
"GO:0009058","biosynthetic process","biological_process","721296"
"GO:0005975","carbohydrate metabolic process","biological_process","588174"
"GO:0006412","translation","biological_process","578697"
"GO:0006418","tRNA aminoacylation for protein translation","biological_process","536316"
"GO:0006508","proteolysis","biological_process","515894"
"GO:0006355","regulation of transcription, DNA-dependent","biological_process","348739"
"GO:0006260","DNA replication","biological_process","300113"
"GO:0055085","transmembrane transport","biological_process","277109"
"GO:0006351","transcription, DNA-dependent","biological_process","262075"
"GO:0006265","DNA topological change","biological_process","250286"
"GO:0006281","DNA repair","biological_process","243070"
"GO:0006807","nitrogen compound metabolic process","biological_process","209629"
"GO:0006310","DNA recombination","biological_process","203702"
"GO:0006096","glycolysis","biological_process","200872"
"GO:0006520","cellular amino acid metabolic process","biological_process","173622"
"GO:0008033","tRNA processing","biological_process","165901"
"GO:0015074","DNA integration","biological_process","147792"
"GO:0006457","protein folding","biological_process","145225"
"GO:0000105","histidine biosynthetic process","biological_process","139153"
"GO:0006352","transcription initiation, DNA-dependent","biological_process","115773"
"GO:0000160","two-component signal transduction system (phosphorelay)","biological_process","110153"
"GO:0016310","phosphorylation","biological_process","108210"
"GO:0009396","folic acid-containing compound biosynthetic process","biological_process","102113"
"GO:0006164","purine nucleotide biosynthetic process","biological_process","101700"
"GO:0043039","tRNA aminoacylation","biological_process","100503"
"GO:0006396","RNA processing","biological_process","98555"
"GO:0009231","riboflavin biosynthetic process","biological_process","95230"
"GO:0015992","proton transport","biological_process","91938"
"GO:0015986","ATP synthesis coupled proton transport","biological_process","91066"
"GO:0015031","protein transport","biological_process","86145"
"GO:0033014","tetrapyrrole biosynthetic process","biological_process","80878"
"GO:0006094","gluconeogenesis","biological_process","78715"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","biological_process","77557"
"GO:0009451","RNA modification","biological_process","77316"
"GO:0009245","lipid A biosynthetic process","biological_process","76848"
"GO:0045454","cell redox homeostasis","biological_process","76377"
"GO:0008616","queuosine biosynthetic process","biological_process","73445"
"GO:0009116","nucleoside metabolic process","biological_process","72863"
"GO:0006749","glutathione metabolic process","biological_process","72332"
"GO:0016226","iron-sulfur cluster assembly","biological_process","71563"
"GO:0006633","fatty acid biosynthetic process","biological_process","71207"
"GO:0006139","nucleobase-containing compound metabolic process","biological_process","68956"
"GO:0006631","fatty acid metabolic process","biological_process","67692"
"GO:0006814","sodium ion transport","biological_process","67116"
"GO:0051301","cell division","biological_process","66613"
"GO:0009236","cobalamin biosynthetic process","biological_process","66363"
"GO:0009073","aromatic amino acid family biosynthetic process","biological_process","65446"
"GO:0006812","cation transport","biological_process","64982"
"GO:0006099","tricarboxylic acid cycle","biological_process","64624"
"GO:0006364","rRNA processing","biological_process","64438"
"GO:0007165","signal transduction","biological_process","63179"
"GO:0016114","terpenoid biosynthetic process","biological_process","62943"
"GO:0006298","mismatch repair","biological_process","62846"
"GO:0009306","protein secretion","biological_process","62753"
"GO:0071973","bacterial-type flagellar cell motility","biological_process","61563"
"GO:0008299","isoprenoid biosynthetic process","biological_process","61131"
"GO:0006526","arginine biosynthetic process","biological_process","60982"
"GO:0017038","protein import","biological_process","60505"
"GO:0042558","pteridine-containing compound metabolic process","biological_process","60013"
"GO:0009060","aerobic respiration","biological_process","59999"
"GO:0008654","phospholipid biosynthetic process","biological_process","59320"
"GO:0001522","pseudouridine synthesis","biological_process","58927"
"GO:0044262","cellular carbohydrate metabolic process","biological_process","58335"
"GO:0006537","glutamate biosynthetic process","biological_process","56996"
"GO:0019752","carboxylic acid metabolic process","biological_process","55683"
"GO:0006419","alanyl-tRNA aminoacylation","biological_process","55587"
"GO:0035556","intracellular signal transduction","biological_process","55261"
"GO:0006313","transposition, DNA-mediated","biological_process","55071"
"GO:0009190","cyclic nucleotide biosynthetic process","biological_process","54989"
"GO:0006259","DNA metabolic process","biological_process","54513"
"GO:0006629","lipid metabolic process","biological_process","54479"
"GO:0015948","methanogenesis","biological_process","53036"
"GO:0006400","tRNA modification","biological_process","52878"
"GO:0000272","polysaccharide catabolic process","biological_process","52268"
"GO:0006468","protein phosphorylation","biological_process","51868"
"GO:0006556","S-adenosylmethionine biosynthetic process","biological_process","50304"
"GO:0009103","lipopolysaccharide biosynthetic process","biological_process","49077"
"GO:0017004","cytochrome complex assembly","biological_process","48148"
"GO:0008652","cellular amino acid biosynthetic process","biological_process","48106"
"GO:0006779","porphyrin-containing compound biosynthetic process","biological_process","47267"
"GO:0006426","glycyl-tRNA aminoacylation","biological_process","45404"
"GO:0006544","glycine metabolic process","biological_process","45292"
"GO:0006563","L-serine metabolic process","biological_process","45292"
"GO:0006415","translational termination","biological_process","44085"
"GO:0015696","ammonium transport","biological_process","42750"
"GO:0009228","thiamine biosynthetic process","biological_process","42542"
"GO:0006813","potassium ion transport","biological_process","42202"
"GO:0006420","arginyl-tRNA aminoacylation","biological_process","41454"
"GO:0009435","NAD biosynthetic process","biological_process","41411"
"GO:0016051","carbohydrate biosynthetic process","biological_process","40856"
"GO:0006568","tryptophan metabolic process","biological_process","40714"
