"GO:0055114","oxidation-reduction process","biological_process","4986101"
"GO:0008152","metabolic process","biological_process","3306288"
"GO:0006810","transport","biological_process","1285849"
"GO:0009058","biosynthetic process","biological_process","1051532"
"GO:0006412","translation","biological_process","879141"
"GO:0005975","carbohydrate metabolic process","biological_process","808624"
"GO:0006418","tRNA aminoacylation for protein translation","biological_process","807826"
"GO:0006508","proteolysis","biological_process","723304"
"GO:0006355","regulation of transcription, DNA-dependent","biological_process","486195"
"GO:0006260","DNA replication","biological_process","485085"
"GO:0006351","transcription, DNA-dependent","biological_process","403082"
"GO:0006265","DNA topological change","biological_process","394312"
"GO:0055085","transmembrane transport","biological_process","358168"
"GO:0006281","DNA repair","biological_process","354424"
"GO:0006096","glycolysis","biological_process","300598"
"GO:0008033","tRNA processing","biological_process","276941"
"GO:0006807","nitrogen compound metabolic process","biological_process","242257"
"GO:0006457","protein folding","biological_process","211223"
"GO:0000105","histidine biosynthetic process","biological_process","205338"
"GO:0006520","cellular amino acid metabolic process","biological_process","196308"
"GO:0006310","DNA recombination","biological_process","168968"
"GO:0000160","two-component signal transduction system (phosphorelay)","biological_process","168249"
"GO:0015986","ATP synthesis coupled proton transport","biological_process","167372"
"GO:0006164","purine nucleotide biosynthetic process","biological_process","161908"
"GO:0006352","transcription initiation, DNA-dependent","biological_process","159353"
"GO:0006396","RNA processing","biological_process","158427"
"GO:0009231","riboflavin biosynthetic process","biological_process","144959"
"GO:0015031","protein transport","biological_process","144409"
"GO:0009396","folic acid-containing compound biosynthetic process","biological_process","141142"
"GO:0043039","tRNA aminoacylation","biological_process","139613"
"GO:0016310","phosphorylation","biological_process","136743"
"GO:0015979","photosynthesis","biological_process","125939"
"GO:0015992","proton transport","biological_process","125139"
"GO:0009245","lipid A biosynthetic process","biological_process","123097"
"GO:0006099","tricarboxylic acid cycle","biological_process","122004"
"GO:0006633","fatty acid biosynthetic process","biological_process","118194"
"GO:0051301","cell division","biological_process","117172"
"GO:0006139","nucleobase-containing compound metabolic process","biological_process","116042"
"GO:0045454","cell redox homeostasis","biological_process","114306"
"GO:0016114","terpenoid biosynthetic process","biological_process","113656"
"GO:0009451","RNA modification","biological_process","110853"
"GO:0009073","aromatic amino acid family biosynthetic process","biological_process","109740"
"GO:0007165","signal transduction","biological_process","108348"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","biological_process","106651"
"GO:0006364","rRNA processing","biological_process","105060"
"GO:0006526","arginine biosynthetic process","biological_process","104181"
"GO:0017038","protein import","biological_process","102304"
"GO:0033014","tetrapyrrole biosynthetic process","biological_process","102211"
"GO:0008616","queuosine biosynthetic process","biological_process","101180"
"GO:0006094","gluconeogenesis","biological_process","98965"
"GO:0009060","aerobic respiration","biological_process","98054"
"GO:0006419","alanyl-tRNA aminoacylation","biological_process","95145"
"GO:0016226","iron-sulfur cluster assembly","biological_process","94458"
"GO:0015074","DNA integration","biological_process","93827"
"GO:0019684","photosynthesis, light reaction","biological_process","91749"
"GO:0008299","isoprenoid biosynthetic process","biological_process","91063"
"GO:0006814","sodium ion transport","biological_process","89627"
"GO:0006426","glycyl-tRNA aminoacylation","biological_process","86528"
